stop_lat, stop_lon
41.9097113, -87.73152517
41.90979921, -87.72423712
41.90988, -87.721763
41.90988037, -87.71936411
41.90992304, -87.71679725
41.90990846, -87.71452129
41.90998056, -87.7095756
41.91003426, -87.70475033
41.91006308, -87.70200542
41.91009545, -87.69892567
41.91011374, -87.6972235
41.91018316, -87.69463648
41.91022365, -87.68975556
41.91020502, -87.68743416
41.91028665, -87.68485656
41.91032665, -87.68242156
41.91035414, -87.68003978
41.91041332, -87.67767087
41.91046366, -87.67513397
41.91049966, -87.67268097
41.91053566, -87.67024497
41.91055657, -87.66787773
41.9105698, -87.6662869
41.91076826, -87.65314689
41.91083785, -87.64897589
41.91090304, -87.64593024
41.91092214, -87.64362233
41.91096789, -87.64110808
41.91099843, -87.63877757
41.91102809, -87.63679062
41.91104991, -87.63487391
41.91109336, -87.63180968
41.91128, -87.631195
41.9112345, -87.63202175
41.91118658, -87.63452737
41.91122311, -87.63841909
41.91119711, -87.64075835
41.91106838, -87.64383088
41.91094308, -87.65101375
41.91086645, -87.65404664
41.91069722, -87.66624251
41.91068367, -87.67009398
41.9106159, -87.67246055
41.91058066, -87.67509099
41.91055826, -87.67733771
41.91053508, -87.67976026
41.91049688, -87.6822277
41.91043747, -87.6846273
41.9103899, -87.68702917
41.91036749, -87.68953036
41.91037945, -87.69196321
41.91037845, -87.69436122
41.91030323, -87.69890875
41.91027233, -87.70447182
41.91018035, -87.70985543
41.9101141, -87.71471161
41.91005901, -87.71655544
41.91009453, -87.71885413
41.91009652, -87.72125313
41.91002051, -87.72369547
41.90994926, -87.72867425
41.90993395, -87.73110997
41.909845, -87.736802
41.909819, -87.738383
41.909795, -87.740453
41.90976801, -87.74330273
41.90974281, -87.74586122
41.90969035, -87.74909571
41.90963318, -87.75103776
41.90964664, -87.75252072
41.90960786, -87.75553081
41.9095475, -87.75838061
41.90950919, -87.76039976
41.90945565, -87.76781369
41.90942605, -87.77010369
41.90939658, -87.77317075
41.90936486, -87.77509251
41.90929576, -87.77747005
41.90931092, -87.7800039
41.90927935, -87.7815632
41.90927192, -87.78440046
41.90922199, -87.78655413
41.9091393, -87.79097193
41.90910081, -87.79449775
41.90911634, -87.79710938
41.9090582, -87.80012694
41.90903838, -87.80199543
41.90900206, -87.80372402
41.90913797, -87.8056239
41.91056188, -87.80570701
41.910681, -87.804105
42.01919502, -87.66617692
42.018021, -87.665802
42.01580068, -87.66511368
42.01482404, -87.66469399
42.013757, -87.664145
42.012649, -87.663526
42.011414, -87.662952
42.010216, -87.662563
42.009002, -87.662146
42.007777, -87.661749
42.006566, -87.661369
42.005364, -87.660998
42.00334158, -87.66091939
42.001423, -87.66086
42.000247, -87.660808
41.99813048, -87.6602255
41.99812068, -87.65844625
41.99816799, -87.65688031
41.996236, -87.655654
41.994419, -87.655598
41.992167, -87.655528
41.989916, -87.655459
41.9874587, -87.65537893
41.985339, -87.655319
41.983481, -87.655246
41.981684, -87.655222
41.97978245, -87.65515521
41.97801194, -87.65512909
41.976213, -87.655069
41.975095, -87.655048
41.97312, -87.655001
41.97143934, -87.65495569
41.96989601, -87.65491457
41.96892765, -87.6548939
41.967087, -87.654882
41.965246, -87.654858
41.963421, -87.654838
41.961858, -87.654802
41.96082781, -87.65479357
41.959341, -87.654718
41.958202, -87.65472373
41.95562701, -87.65468852
41.95429812, -87.65461109
41.95262497, -87.65416813
41.95266247, -87.65173839
41.95280766, -87.64765892
41.95205777, -87.64511379
41.95027763, -87.64454443
41.94859077, -87.64343475
41.9475591, -87.6429442
41.94661853, -87.64237816
41.94597417, -87.64201491
41.9446547, -87.64129192
41.94321611, -87.64057871
41.94211286, -87.63994886
41.94128406, -87.63966994
41.93857023, -87.63956872
41.93756538, -87.63953499
41.9364246, -87.63950084
41.93538253, -87.63946533
41.93418628, -87.63942598
41.93301547, -87.63939763
41.93130399, -87.63903079
41.92829248, -87.63900173
41.92648805, -87.63777472
41.925476, -87.636161
41.9221161, -87.63580597
41.92030319, -87.63569104
41.91879483, -87.63463317
41.915739, -87.633084
41.91361529, -87.63185059
41.910497, -87.626317
41.909342, -87.62624
41.907565, -87.625782
41.906595, -87.625542
41.905654, -87.62531
41.904702, -87.625148
41.903822, -87.625031
41.902974, -87.624752
41.902225, -87.624513
41.900947, -87.624284
41.899345, -87.624246
41.897731, -87.624234
41.894283, -87.624364
41.892691, -87.624328
41.89103227, -87.6242934
41.889894, -87.624244
41.88690443, -87.6246806
41.885104, -87.624615
41.883414, -87.624588
41.881199, -87.624518
41.8794, -87.636542
41.878555, -87.639693
41.878429, -87.624446
41.875768, -87.625788
41.87684767, -87.62754254
41.87940141, -87.6276097
41.881925, -87.627675
41.88468794, -87.62431755
41.88669974, -87.624384
41.888076, -87.624425
41.890205, -87.623969
41.891769, -87.624034
41.893194, -87.624089
41.894798, -87.624104
41.896535, -87.624133
41.898069, -87.62396
41.899435, -87.624004
41.900644, -87.624008
41.90252, -87.624438
41.903302, -87.624696
41.904191, -87.624966
41.904949, -87.625024
41.906062, -87.625267
41.907044, -87.625507
41.908064, -87.62576
41.90967549, -87.62606647
41.91048649, -87.62611846
41.913775, -87.631695
41.91605182, -87.633235
41.91875007, -87.63439805
41.92023618, -87.63546921
41.92192341, -87.63562557
41.9255619, -87.63586982
41.92663129, -87.63772817
41.92829929, -87.63876726
41.93131955, -87.63888361
41.93310869, -87.63917427
41.9344958, -87.63925986
41.935762, -87.639327
41.936757, -87.639359
41.93788148, -87.6393989
41.93869424, -87.63942688
41.94002509, -87.63950114
41.94037175, -87.63947904
41.94239795, -87.63989396
41.94352962, -87.64047498
41.94617767, -87.64195152
41.94681669, -87.64230949
41.94779691, -87.64291887
41.94882164, -87.64347358
41.95042884, -87.64449132
41.95293875, -87.64520143
41.95292594, -87.64804289
41.95279391, -87.65005424
41.95276268, -87.65234011
41.9528711, -87.65442367
41.95381159, -87.65445706
41.95464582, -87.65447745
41.95667487, -87.65453269
41.95915866, -87.65458848
41.96145576, -87.65466733
41.961953, -87.654654
41.963777, -87.654687
41.965341, -87.65471
41.967182, -87.654733
41.96924989, -87.65475359
41.97025928, -87.65477843
41.971745, -87.654808
41.973476, -87.65485
41.975451, -87.654897
41.97662, -87.654896
41.97820206, -87.65493189
41.980103, -87.655019
41.981793, -87.655074
41.983594, -87.655113
41.985434, -87.655171
41.98752, -87.655223
41.990272, -87.655308
41.992523, -87.655378
41.994775, -87.655447
41.996592, -87.655503
41.99833161, -87.65693556
41.99827386, -87.65834886
42.00038209, -87.66060059
42.001702, -87.660658
42.003871, -87.66071682
42.00572, -87.660848
42.006922, -87.661218
42.008133, -87.661598
42.009358, -87.661995
42.010572, -87.662412
42.01166, -87.662803
42.013005, -87.663375
42.014113, -87.663994
42.01520955, -87.66467448
42.016268, -87.665018
42.018377, -87.665651
42.01930539, -87.6663015
41.92551461, -87.64942757
41.92545583, -87.65277085
41.925372, -87.658338
41.925326, -87.660272
41.925195, -87.665491
41.92518646, -87.67266323
41.92511296, -87.67737132
41.92510902, -87.67817102
41.92497379, -87.68511905
41.92497239, -87.68746105
41.92495903, -87.68999056
41.92496134, -87.69237395
41.92489381, -87.69485385
41.92491773, -87.6972578
41.92481938, -87.70440387
41.92485644, -87.70764324
41.92476874, -87.71054668
41.92478637, -87.71186757
41.92470114, -87.71422972
41.92468538, -87.71686388
41.92468537, -87.71936289
41.9246511, -87.72190277
41.92457117, -87.72419802
41.92459714, -87.72659003
41.92451232, -87.72910453
41.92452654, -87.73153997
41.92452754, -87.73280797
41.92446381, -87.73395236
41.92445662, -87.73647819
41.92441912, -87.73891406
41.9243809, -87.74128345
41.92435094, -87.74370201
41.92426096, -87.74864711
41.92421811, -87.75351124
41.92418679, -87.7559386
41.92414479, -87.75857361
41.92413036, -87.76098227
41.92406709, -87.76341307
41.92406908, -87.76821608
41.92389931, -87.77316121
41.92393763, -87.77558861
41.92386353, -87.77804259
41.9238173, -87.78055023
41.92381775, -87.78304409
41.92378886, -87.7852845
41.92376391, -87.78816899
41.92360998, -87.78685695
41.925553, -87.785426
41.92585801, -87.78559993
41.92364318, -87.78308524
41.923692, -87.78061594
41.92375676, -87.77824858
41.92371739, -87.7758422
41.92375735, -87.77335086
41.9238215, -87.77095686
41.923875, -87.768527
41.923947, -87.763621
41.924009, -87.758706
41.924042, -87.756234
41.92405194, -87.75379947
41.92408582, -87.75132598
41.92407702, -87.74885862
41.92411249, -87.74649526
41.92414302, -87.74397363
41.924243, -87.741612
41.92425217, -87.73908742
41.924307, -87.736677
41.924337, -87.734225
41.924352, -87.733002
41.924367, -87.731776
41.924393, -87.729337
41.92435352, -87.72695688
41.92438703, -87.7244069
41.92441503, -87.7219759
41.92444402, -87.7195299
41.92447302, -87.7170749
41.92449502, -87.71465391
41.92454274, -87.71226851
41.924622, -87.710876
41.92461783, -87.70764673
41.92468, -87.704746
41.924702, -87.702422
41.92469808, -87.69756213
41.92473347, -87.69543663
41.92478215, -87.69283414
41.92479405, -87.69015771
41.92480595, -87.6878182
41.92483234, -87.68525748
41.92494051, -87.67801932
41.92495463, -87.67701282
41.92502693, -87.67279051
41.92505246, -87.66939034
41.92511541, -87.66593648
41.92515141, -87.66349448
41.92526027, -87.65861136
41.92529927, -87.65607636
41.92538116, -87.64896693
41.923701, -87.648777
41.92176334, -87.64843139
41.92180172, -87.64620384
41.9222097, -87.64410792
41.92358908, -87.64591019
41.99792643, -87.70953942
41.99706927, -87.71181202
41.99403709, -87.71351456
41.99251448, -87.71103974
41.99115999, -87.7088376
41.99013542, -87.7071616
41.989008, -87.705259
41.98831, -87.704061
41.986778, -87.701489
41.98548815, -87.69935198
41.9839997, -87.69682508
41.98324763, -87.69552629
41.979541, -87.692739
41.977713, -87.692578
41.97413358, -87.69217242
41.97304, -87.691487
41.971925, -87.690735
41.97033314, -87.68916987
41.96663176, -87.68836263
41.92380705, -87.64660256
41.92201016, -87.64409806
41.92021266, -87.64160246
41.91843825, -87.63911089
41.91836831, -87.63626476
41.914893, -87.63404233
41.91260389, -87.63331987
41.91081094, -87.63329605
41.908974, -87.633169
41.90750697, -87.6331709
41.90557247, -87.63311331
41.90365174, -87.6330524
41.900327, -87.632942
41.899001, -87.632906
41.897891, -87.632875
41.88836, -87.625055
41.885893, -87.628053
41.883371, -87.627972
41.880856, -87.627834
41.878318, -87.62777
41.8769928, -87.62776397
41.87499673, -87.62769601
41.884351, -87.627791
41.885601, -87.627823
41.886689, -87.627831
41.888144, -87.625233
41.89929014, -87.63264171
41.90062878, -87.63266363
41.90202524, -87.63273764
41.90402022, -87.63278441
41.9059201, -87.6328527
41.90790287, -87.63291501
41.9090037, -87.63296283
41.91103396, -87.63298378
41.913409, -87.632857
41.91999329, -87.6408543
41.96605186, -87.68855157
41.96645918, -87.68870499
41.97046143, -87.689449
41.97191767, -87.69054584
41.972931, -87.691278
41.97394826, -87.69189679
41.977658, -87.692505
41.979485, -87.692666
41.98124037, -87.69273674
41.98304912, -87.6947361
41.98433681, -87.69695023
41.986924, -87.701378
41.98796, -87.70315
41.988701, -87.704385
41.98937717, -87.70545115
41.99023575, -87.70687864
41.99141435, -87.70884994
41.99306426, -87.71141257
41.99448334, -87.71366766
41.99715788, -87.71150524
41.78281897, -87.58642851
41.78387199, -87.58644768
41.78601833, -87.5864924
41.78808415, -87.58653315
41.78962, -87.586575
41.79134, -87.58663
41.79331587, -87.58380228
41.79542943, -87.58388019
41.79678799, -87.5838989
41.79835025, -87.58394862
41.79946812, -87.58396077
41.80084655, -87.58442446
41.8025655, -87.58570703
41.802537, -87.58671
41.802527, -87.588262
41.80246856, -87.59213888
41.802452, -87.593577
41.80243723, -87.59532709
41.80241542, -87.59704903
41.80236318, -87.60194444
41.80229321, -87.60671325
41.80228814, -87.60785102
41.802242, -87.609885
41.80220586, -87.61116329
41.80217605, -87.61258461
41.80218, -87.61548
41.8021636, -87.61682331
41.80208265, -87.61855914
41.80210347, -87.62093295
41.82194376, -87.62143777
41.832975, -87.621707
41.83643, -87.621758
41.838248, -87.621825
41.840602, -87.623115
41.841882, -87.62324
41.84363, -87.623248
41.84588766, -87.62332019
41.847313, -87.6235
41.85114934, -87.62358591
41.85452045, -87.62374128
41.85571036, -87.62377044
41.85812678, -87.6238274
41.86183776, -87.62388488
41.86598373, -87.6239989
41.86789271, -87.6239641
41.86914471, -87.6239645
41.87050264, -87.62400635
41.87178684, -87.624034
41.873395, -87.624082
41.8745596, -87.62437372
41.873288, -87.624329
