blkgrp,hh_type3_h_rent,hh_type3_t_rent,area_median_income,employment_access_index
170318356002,0.886182462472,1.08885810445,1.00133801093,0.853624423742
170314911003,1.1468245166,1.31607756128,1.00133801093,0.388420098342
170314910003,1.00403805291,1.32502976824,1.00133801093,0.398158390654
170314909012,0.909980351305,1.03505750486,1.00133801093,0.373516705581
170318346003,1.07656441407,0.969917292831,1.00133801093,0.739892224438
170312925002,1.07656441407,0.872439459386,1.00133801093,1.09796134688
170318407002,0.932644965941,0.838332700623,1.00133801093,1.37141742707
170312312001,0.934911224568,0.851890638834,1.00133801093,1.24588080557
170312303001,0.983639986664,0.877399130831,1.00133801093,1.27285040124
170318324001,1.20915198953,0.849826739195,1.00133801093,1.5857965641
170317111002,0.930378417547,1.02507053009,1.00133801093,0.492951124953
170317502002,1.07656441407,1.16561521964,1.00133801093,0.439576600622
170313903002,0.903180995891,0.816466749143,1.00133801093,0.953417522582
170315501006,0.879383107058,1.12127181173,1.00133801093,0.223586872223
170315002002,1.0550333634,1.3509051632,1.00133801093,0.361629831072
170314910003,1.00403805291,1.32502976824,1.00133801093,0.398158390654
170318348002,1.07656441407,0.911963532005,1.00133801093,0.671448956564
170314909012,0.909980351305,1.03505750486,1.00133801093,0.373516705581
170318346003,1.07656441407,0.969917292831,1.00133801093,0.739892224438
170318432002,0.982506712468,1.05269364564,1.00133801093,2.24568304458
170312925002,1.07656441407,0.872439459386,1.00133801093,1.09796134688
170315102003,0.932644965941,1.31859572174,1.00133801093,0.300074037899
170313008002,0.963241920422,0.818394257818,1.00133801093,1.19331910795
170316704001,1.08676359207,1.05129028406,1.00133801093,0.732536607027
170311701001,0.964375194618,1.07475742037,1.00133801093,0.9049317244
170312312001,0.934911224568,0.851890638834,1.00133801093,1.24588080557
170318306001,1.10942820671,0.954056488992,1.00133801093,0.85983650283
170310102021,0.926978594957,0.851178249663,1.00133801093,0.75774337149
170312804001,0.998371971689,0.860602752605,1.00133801093,3.29295022861
170312610001,1.00970413412,0.936952385697,1.00133801093,1.10564722604
170312302001,1.042567637,0.882802918309,1.00133801093,1.34151398916
170312520002,0.957575839204,0.747153649912,1.00133801093,0.982576023507
170315002002,1.0550333634,1.3509051632,1.00133801093,0.361629831072
170312507003,1.09469622168,0.959040958793,1.00133801093,0.958430215157
170313012002,0.963241920422,0.829666801972,1.00133801093,1.37904826933
170318356002,0.886182462472,1.08885810445,1.00133801093,0.853624423742
170317114002,0.990439342079,1.19152724854,1.00133801093,0.48324049503
170318396002,1.04030137837,1.0197326837,1.00133801093,1.42590804827
170318348002,1.07656441407,0.911963532005,1.00133801093,0.671448956564
170318331001,1.27487899528,0.635522717683,1.00133801093,7.17211724367
170318432002,0.982506712468,1.05269364564,1.00133801093,2.24568304458
170315102003,0.932644965941,1.31859572174,1.00133801093,0.300074037899
170316110001,1.07656441407,1.02949365526,1.00133801093,0.914877414792
170314601003,0.92471233633,1.07028751649,1.00133801093,0.352181343981
170314314001,0.934911224568,0.831069036353,1.00133801093,0.4137925443
170314913002,1.27487899528,1.23512839652,1.00133801093,0.365348660498
170316116002,1.0901631249,1.09006589717,1.00133801093,0.781406840509
170312610001,1.00970413412,0.936952385697,1.00133801093,1.10564722604
170310621003,1.08676359207,0.747563950005,1.00133801093,1.52754654109
170314003001,0.989306067882,1.08200248588,1.00133801093,0.961888404773
170312408002,1.05729962202,0.828480989617,1.00133801093,1.50122396117
170318421001,0.958709113401,0.952447413768,1.00133801093,1.09122584176
170314911004,1.01763676374,1.2410540767,1.00133801093,0.39472857458
170318396002,1.04030137837,1.0197326837,1.00133801093,1.42590804827
170318348002,1.07656441407,0.911963532005,1.00133801093,0.671448956564
170318404001,0.864651411799,1.0081383245,1.00133801093,1.43346963663
170317104005,1.03350202296,1.21420027383,1.00133801093,0.545030641237
170318344002,0.955309290811,0.958002809384,1.00133801093,0.803294375092
170315604001,0.538282351918,1.20615264331,1.00133801093,0.882700609673
170312205002,1.09922902871,0.83982961964,1.00133801093,1.35520542895
170310818001,1.55818537428,0.524973895587,1.00133801093,8.04618987047
170318324002,1.1377586128,0.882477158071,1.00133801093,1.7024351051
170317005012,1.1955532787,1.34571216176,1.00133801093,0.543873562903
170314601003,0.92471233633,1.07028751649,1.00133801093,0.352181343981
170316116002,1.0901631249,1.09006589717,1.00133801093,0.781406840509
170314206001,0.920179239543,0.903976206583,1.00133801093,0.880676747756
